OrderID|CustomerID|EmployeeID|OrderDate|RequiredDate|ShippedDate|ShipVia|Freight|ShipName|ShipAddress|ShipCity|ShipRegion|ShipPostalCode|ShipCountry|ProductName|CompanyName|CategoryName|UnitPrice|Quantity|Discount|TotalSales|FinalSales
10472|SEVES|8|1997-03-12|1997-04-09|1997-03-19|1|4.2|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|UK|Guaraná Fantástica|G'day, Mate|Beverages|3.6|80|0.05000000074505806|288.0|273.6
10472|SEVES|8|1997-03-12|1997-04-09|1997-03-19|1|4.2|Seven Seas Imports|90 Wadhurst Rd.|London||OX15 4NB|UK|Manjimup Dried Apples||Produce|42.4|18|0.0|763.2|763.2
10473|ISLAT|1|1997-03-13|1997-03-27|1997-03-21|3|16.37|Island Trading|Garden House Crowther Way|Cowes|Isle of Wight|PO31 7PJ|UK|Flotemysost||Dairy Products|17.2|12|0.0|206.4|206.4
10473|ISLAT|1|1997-03-13|1997-03-27|1997-03-21|3|16.37|Island Trading|Garden House Crowther Way|Cowes|Isle of Wight|PO31 7PJ|UK|Geitost||Dairy Products|2.0|12|0.0|24.0|24.0
10474|PERIC|5|1997-03-13|1997-04-10|1997-03-21|2|83.49|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|Mexico|Boston Crab Meat||Seafood|14.7|21|0.0|308.7|308.7
10474|PERIC|5|1997-03-13|1997-04-10|1997-03-21|2|83.49|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|Mexico|Rhönbräu Klosterbier||Beverages|6.2|10|0.0|62.0|62.0
10474|PERIC|5|1997-03-13|1997-04-10|1997-03-21|2|83.49|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|Mexico|Rössle Sauerkraut|Gai pâturage|Produce|36.4|18|0.0|655.2|655.2
10474|PERIC|5|1997-03-13|1997-04-10|1997-03-21|2|83.49|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|Mexico|Tofu|Formaggi Fortini s.r.l.|Produce|18.6|12|0.0|223.2|223.2
10475|SUPRD|9|1997-03-14|1997-04-11|1997-04-04|1|68.52|Suprêmes délices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|Gorgonzola Telino||Dairy Products|10.0|35|0.15000000596046448|350.0|297.5
10475|SUPRD|9|1997-03-14|1997-04-11|1997-04-04|1|68.52|Suprêmes délices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|Lakkalikööri||Beverages|14.4|42|0.15000000596046448|604.8|514.08
10475|SUPRD|9|1997-03-14|1997-04-11|1997-04-04|1|68.52|Suprêmes délices|Boulevard Tirou, 255|Charleroi||B-6000|Belgium|Louisiana Hot Spiced Okra||Condiments|13.6|60|0.15000000596046448|816.0|693.6
10476|HILAA|8|1997-03-17|1997-04-14|1997-03-24|3|4.41|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Outback Lager||Beverages|12.0|12|0.0|144.0|144.0
10476|HILAA|8|1997-03-17|1997-04-14|1997-03-24|3|4.41|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Pâté chinois||Meat/Poultry|19.2|2|0.05000000074505806|38.4|36.48
10477|PRINI|5|1997-03-17|1997-04-14|1997-03-25|2|13.02|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa||1756|Portugal|Chai|Exotic Liquids|Beverages|14.4|15|0.0|216.0|216.0
10477|PRINI|5|1997-03-17|1997-04-14|1997-03-25|2|13.02|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa||1756|Portugal|Chartreuse verte||Beverages|14.4|20|0.25|288.0|216.0
10477|PRINI|5|1997-03-17|1997-04-14|1997-03-25|2|13.02|Princesa Isabel Vinhos|Estrada da saúde n. 58|Lisboa||1756|Portugal|Sir Rodney's Scones|Lyngbysild|Confections|8.0|21|0.25|168.0|126.0
10478|VICTE|2|1997-03-18|1997-04-01|1997-03-26|3|4.81|Victuailles en stock|2, rue du Commerce|Lyon||69004|France|Ikura|Refrescos Americanas LTDA|Seafood|24.8|20|0.05000000074505806|496.0|471.2
10479|RATTC|3|1997-03-19|1997-04-16|1997-03-21|3|708.95|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Côte de Blaye||Beverages|210.8|30|0.0|6324.0|6324.0
10479|RATTC|3|1997-03-19|1997-04-16|1997-03-21|3|708.95|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Perth Pasties||Meat/Poultry|26.2|28|0.0|733.6|733.6
10479|RATTC|3|1997-03-19|1997-04-16|1997-03-21|3|708.95|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Raclette Courdavault||Dairy Products|44.0|60|0.0|2640.0|2640.0
10479|RATTC|3|1997-03-19|1997-04-16|1997-03-21|3|708.95|Rattlesnake Canyon Grocery|2817 Milton Dr.|Albuquerque|NM|87110|USA|Wimmers gute Semmelknödel||Grains/Cereals|26.6|30|0.0|798.0|798.0
10480|FOLIG|6|1997-03-20|1997-04-17|1997-03-24|2|1.35|Folies gourmandes|184, chaussée de Tournai|Lille||59000|France|Raclette Courdavault||Dairy Products|44.0|12|0.0|528.0|528.0
10480|FOLIG|6|1997-03-20|1997-04-17|1997-03-24|2|1.35|Folies gourmandes|184, chaussée de Tournai|Lille||59000|France|Zaanse koeken||Confections|7.6|30|0.0|228.0|228.0
10481|RICAR|8|1997-03-20|1997-04-17|1997-03-25|2|64.33|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|02389-890|Brazil|Camembert Pierrot||Dairy Products|27.2|40|0.0|1088.0|1088.0
10481|RICAR|8|1997-03-20|1997-04-17|1997-03-25|2|64.33|Ricardo Adocicados|Av. Copacabana, 267|Rio de Janeiro|RJ|02389-890|Brazil|Maxilaku||Confections|16.0|24|0.0|384.0|384.0
10482|LAZYK|1|1997-03-21|1997-04-18|1997-04-10|3|7.48|Lazy K Kountry Store|12 Orchestra Terrace|Walla Walla|WA|99362|USA|Boston Crab Meat||Seafood|14.7|10|0.0|147.0|147.0
10483|WHITC|7|1997-03-24|1997-04-21|1997-04-25|2|15.28|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Original Frankfurter grüne Soße||Condiments|10.4|30|0.05000000074505806|312.0|296.4
10483|WHITC|7|1997-03-24|1997-04-21|1997-04-25|2|15.28|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Sasquatch Ale||Beverages|11.2|35|0.05000000074505806|392.0|372.4
10484|BSBEV|3|1997-03-24|1997-04-21|1997-04-01|3|6.88|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|Boston Crab Meat||Seafood|14.7|10|0.0|147.0|147.0
10484|BSBEV|3|1997-03-24|1997-04-21|1997-04-01|3|6.88|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|Manjimup Dried Apples||Produce|42.4|3|0.0|127.2|127.2
10484|BSBEV|3|1997-03-24|1997-04-21|1997-04-01|3|6.88|B's Beverages|Fauntleroy Circus|London||EC2 5NT|UK|Sir Rodney's Scones|Lyngbysild|Confections|8.0|14|0.0|112.0|112.0
10485|LINOD|4|1997-03-25|1997-04-08|1997-03-31|2|64.45|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela|Aniseed Syrup|Grandma Kelly's Homestead|Condiments|8.0|20|0.10000000149011612|160.0|144.0
10485|LINOD|4|1997-03-25|1997-04-08|1997-03-31|2|64.45|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela|Chang|New Orleans Cajun Delights|Beverages|15.2|20|0.10000000149011612|304.0|273.6
10485|LINOD|4|1997-03-25|1997-04-08|1997-03-31|2|64.45|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela|Outback Lager||Beverages|12.0|60|0.10000000149011612|720.0|648.0
10485|LINOD|4|1997-03-25|1997-04-08|1997-03-31|2|64.45|LINO-Delicateses|Ave. 5 de Mayo Porlamar|I. de Margarita|Nueva Esparta|4980|Venezuela|Pâté chinois||Meat/Poultry|19.2|30|0.10000000149011612|576.0|518.4
10486|HILAA|1|1997-03-26|1997-04-23|1997-04-02|2|30.53|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Longlife Tofu||Produce|8.0|16|0.0|128.0|128.0
10486|HILAA|1|1997-03-26|1997-04-23|1997-04-02|2|30.53|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Manjimup Dried Apples||Produce|42.4|25|0.0|1060.0|1060.0
10486|HILAA|1|1997-03-26|1997-04-23|1997-04-02|2|30.53|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Queso Cabrales|Heli Süßwaren GmbH & Co. KG|Dairy Products|16.8|5|0.0|84.0|84.0
10487|QUEEN|2|1997-03-26|1997-04-23|1997-03-28|2|71.07|Queen Cozinha|Alameda dos Canàrios, 891|Sao Paulo|SP|05487-020|Brazil|Gumbär Gummibärchen|Pasta Buttini s.r.l.|Confections|24.9|30|0.0|747.0|747.0
10487|QUEEN|2|1997-03-26|1997-04-23|1997-03-28|2|71.07|Queen Cozinha|Alameda dos Canàrios, 891|Sao Paulo|SP|05487-020|Brazil|Teatime Chocolate Biscuits|New England Seafood Cannery|Confections|7.3|5|0.0|36.5|36.5
10487|QUEEN|2|1997-03-26|1997-04-23|1997-03-28|2|71.07|Queen Cozinha|Alameda dos Canàrios, 891|Sao Paulo|SP|05487-020|Brazil|Tourtière||Meat/Poultry|5.9|24|0.25|141.6|106.2
10488|FRANK|8|1997-03-27|1997-04-24|1997-04-02|2|4.93|Frankenversand|Berliner Platz 43|München||80805|Germany|Raclette Courdavault||Dairy Products|44.0|30|0.0|1320.0|1320.0
10488|FRANK|8|1997-03-27|1997-04-24|1997-04-02|2|4.93|Frankenversand|Berliner Platz 43|München||80805|Germany|Röd Kaviar||Seafood|12.0|20|0.20000000298023224|240.0|192.0
10489|PICCO|6|1997-03-28|1997-04-25|1997-04-09|2|5.29|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria|Pavlova|Bigfoot Breweries|Confections|13.9|18|0.0|250.2|250.2
10489|PICCO|6|1997-03-28|1997-04-25|1997-04-09|2|5.29|Piccolo und mehr|Geislweg 14|Salzburg||5020|Austria|Queso Cabrales|Heli Süßwaren GmbH & Co. KG|Dairy Products|16.8|15|0.25|252.0|189.0
10490|HILAA|7|1997-03-31|1997-04-28|1997-04-03|2|210.19|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Raclette Courdavault||Dairy Products|44.0|60|0.0|2640.0|2640.0
10490|HILAA|7|1997-03-31|1997-04-28|1997-04-03|2|210.19|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Rhönbräu Klosterbier||Beverages|6.2|36|0.0|223.2|223.2
10490|HILAA|7|1997-03-31|1997-04-28|1997-04-03|2|210.19|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Scottish Longbreads||Confections|10.0|30|0.0|300.0|300.0
10491|FURIB|8|1997-03-31|1997-04-28|1997-04-08|3|16.96|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal|Gula Malacca||Condiments|15.5|15|0.15000000596046448|232.5|197.63
10491|FURIB|8|1997-03-31|1997-04-28|1997-04-08|3|16.96|Furia Bacalhau e Frutos do Mar|Jardim das rosas n. 32|Lisboa||1675|Portugal|Original Frankfurter grüne Soße||Condiments|10.4|7|0.15000000596046448|72.8|61.88
10492|BOTTM|3|1997-04-01|1997-04-29|1997-04-11|1|62.89|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canada|NuNuCa Nuß-Nougat-Creme|Ma Maison|Confections|11.2|60|0.05000000074505806|672.0|638.4
10492|BOTTM|3|1997-04-01|1997-04-29|1997-04-11|1|62.89|Bottom-Dollar Markets|23 Tsawassen Blvd.|Tsawassen|BC|T2F 8M4|Canada|Singaporean Hokkien Fried Mee||Grains/Cereals|11.2|20|0.05000000074505806|224.0|212.8
10493|LAMAI|4|1997-04-02|1997-04-30|1997-04-10|3|10.64|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|France|Gudbrandsdalsost||Dairy Products|28.8|10|0.10000000149011612|288.0|259.2
10493|LAMAI|4|1997-04-02|1997-04-30|1997-04-10|3|10.64|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|France|Louisiana Fiery Hot Pepper Sauce||Condiments|16.8|15|0.10000000149011612|252.0|226.8
10493|LAMAI|4|1997-04-02|1997-04-30|1997-04-10|3|10.64|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|France|Louisiana Hot Spiced Okra||Condiments|13.6|10|0.10000000149011612|136.0|122.4
10494|COMMI|4|1997-04-02|1997-04-30|1997-04-09|2|65.99|Comércio Mineiro|Av. dos Lusíadas, 23|Sao Paulo|SP|05432-043|Brazil|Gnocchi di nonna Alice||Grains/Cereals|30.4|30|0.0|912.0|912.0
10495|LAUGB|3|1997-04-03|1997-05-01|1997-04-11|3|4.65|Laughing Bacchus Wine Cellars|2319 Elm St.|Vancouver|BC|V3F 2K1|Canada|Jack's New England Clam Chowder||Seafood|7.7|20|0.0|154.0|154.0
10495|LAUGB|3|1997-04-03|1997-05-01|1997-04-11|3|4.65|Laughing Bacchus Wine Cellars|2319 Elm St.|Vancouver|BC|V3F 2K1|Canada|Original Frankfurter grüne Soße||Condiments|10.4|5|0.0|52.0|52.0
10495|LAUGB|3|1997-04-03|1997-05-01|1997-04-11|3|4.65|Laughing Bacchus Wine Cellars|2319 Elm St.|Vancouver|BC|V3F 2K1|Canada|Tunnbröd|Karkki Oy|Grains/Cereals|7.2|10|0.0|72.0|72.0
10496|TRADH|7|1997-04-04|1997-05-02|1997-04-07|2|46.77|Tradiçao Hipermercados|Av. Inês de Castro, 414|Sao Paulo|SP|05634-030|Brazil|Gorgonzola Telino||Dairy Products|10.0|20|0.05000000074505806|200.0|190.0
10497|LEHMS|7|1997-04-04|1997-05-02|1997-04-07|1|36.21|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Gnocchi di nonna Alice||Grains/Cereals|30.4|14|0.0|425.6|425.6
10497|LEHMS|7|1997-04-04|1997-05-02|1997-04-07|1|36.21|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Mozzarella di Giovanni||Dairy Products|27.8|25|0.0|695.0|695.0
10497|LEHMS|7|1997-04-04|1997-05-02|1997-04-07|1|36.21|Lehmanns Marktstand|Magazinweg 7|Frankfurt a.M.||60528|Germany|Original Frankfurter grüne Soße||Condiments|10.4|25|0.0|260.0|260.0
10498|HILAA|8|1997-04-07|1997-05-05|1997-04-11|2|29.75|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Boston Crab Meat||Seafood|18.4|5|0.0|92.0|92.0
10498|HILAA|8|1997-04-07|1997-05-05|1997-04-11|2|29.75|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Guaraná Fantástica|G'day, Mate|Beverages|4.5|14|0.0|63.0|63.0
10498|HILAA|8|1997-04-07|1997-05-05|1997-04-11|2|29.75|HILARION-Abastos|Carrera 22 con Ave. Carlos Soublette #8-35|San Cristóbal|Táchira|5022|Venezuela|Singaporean Hokkien Fried Mee||Grains/Cereals|14.0|30|0.0|420.0|420.0
10499|LILAS|4|1997-04-08|1997-05-06|1997-04-16|2|102.02|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela|Maxilaku||Confections|20.0|25|0.0|500.0|500.0
10499|LILAS|4|1997-04-08|1997-05-06|1997-04-16|2|102.02|LILA-Supermercado|Carrera 52 con Ave. Bolívar #65-98 Llano Largo|Barquisimeto|Lara|3508|Venezuela|Rössle Sauerkraut|Gai pâturage|Produce|45.6|20|0.0|912.0|912.0
10500|LAMAI|6|1997-04-09|1997-05-07|1997-04-17|1|42.68|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|France|Genen Shouyu|Norske Meierier|Condiments|15.5|12|0.05000000074505806|186.0|176.7
10500|LAMAI|6|1997-04-09|1997-05-07|1997-04-17|1|42.68|La maison d'Asie|1 rue Alsace-Lorraine|Toulouse||31000|France|Rössle Sauerkraut|Gai pâturage|Produce|45.6|8|0.05000000074505806|364.8|346.56
10501|BLAUS|9|1997-04-09|1997-05-07|1997-04-16|3|8.85|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Germany|Tourtière||Meat/Poultry|7.45|20|0.0|149.0|149.0
10502|PERIC|2|1997-04-10|1997-05-08|1997-04-29|1|69.32|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|Mexico|Laughing Lumberjack Lager||Beverages|14.0|30|0.0|420.0|420.0
10502|PERIC|2|1997-04-10|1997-05-08|1997-04-29|1|69.32|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|Mexico|Perth Pasties||Meat/Poultry|32.8|6|0.0|196.8|196.8
10502|PERIC|2|1997-04-10|1997-05-08|1997-04-29|1|69.32|Pericles Comidas clásicas|Calle Dr. Jorge Cash 321|México D.F.||05033|Mexico|Rogede sild||Seafood|9.5|21|0.0|199.5|199.5
10503|HUNGO|6|1997-04-11|1997-05-09|1997-04-16|2|16.74|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Ireland|Louisiana Fiery Hot Pepper Sauce||Condiments|21.05|20|0.0|421.0|421.0
10503|HUNGO|6|1997-04-11|1997-05-09|1997-04-16|2|16.74|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Ireland|Tofu|Formaggi Fortini s.r.l.|Produce|23.25|70|0.0|1627.5|1627.5
10504|WHITC|4|1997-04-11|1997-05-09|1997-04-18|3|59.13|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Chang|New Orleans Cajun Delights|Beverages|19.0|12|0.0|228.0|228.0
10504|WHITC|4|1997-04-11|1997-05-09|1997-04-18|3|59.13|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Perth Pasties||Meat/Poultry|32.8|10|0.0|328.0|328.0
10504|WHITC|4|1997-04-11|1997-05-09|1997-04-18|3|59.13|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Sir Rodney's Scones|Lyngbysild|Confections|10.0|12|0.0|120.0|120.0
10504|WHITC|4|1997-04-11|1997-05-09|1997-04-18|3|59.13|White Clover Markets|1029 - 12th Ave. S.|Seattle|WA|98124|USA|Sirop d'érable||Condiments|28.5|25|0.0|712.5|712.5
10505|MEREP|3|1997-04-14|1997-05-12|1997-04-21|3|7.13|Mère Paillarde|43 rue St. Laurent|Montréal|Québec|H1J 1C3|Canada|Tarte au sucre||Confections|49.3|3|0.0|147.9|147.9
10506|KOENE|9|1997-04-15|1997-05-13|1997-05-02|2|21.19|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Germany|NuNuCa Nuß-Nougat-Creme|Ma Maison|Confections|14.0|18|0.10000000149011612|252.0|226.8
10506|KOENE|9|1997-04-15|1997-05-13|1997-05-02|2|21.19|Königlich Essen|Maubelstr. 90|Brandenburg||14776|Germany|Outback Lager||Beverages|15.0|14|0.10000000149011612|210.0|189.0
10507|ANTON|7|1997-04-15|1997-05-13|1997-04-22|1|47.45|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|Mexico|Chocolade||Confections|12.75|15|0.15000000596046448|191.25|162.56
10507|ANTON|7|1997-04-15|1997-05-13|1997-04-22|1|47.45|Antonio Moreno Taquería|Mataderos  2312|México D.F.||05023|Mexico|Ipoh Coffee||Beverages|46.0|15|0.15000000596046448|690.0|586.5
10508|OTTIK|1|1997-04-16|1997-05-14|1997-05-13|2|4.99|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Germany|Chartreuse verte||Beverages|18.0|10|0.0|180.0|180.0
10508|OTTIK|1|1997-04-16|1997-05-14|1997-05-13|2|4.99|Ottilies Käseladen|Mehrheimerstr. 369|Köln||50739|Germany|Konbu|Nord-Ost-Fisch Handelsgesellschaft mbH|Seafood|6.0|10|0.0|60.0|60.0
10509|BLAUS|4|1997-04-17|1997-05-15|1997-04-29|1|0.15|Blauer See Delikatessen|Forsterstr. 57|Mannheim||68306|Germany|Rössle Sauerkraut|Gai pâturage|Produce|45.6|3|0.0|136.8|136.8
10510|SAVEA|6|1997-04-18|1997-05-16|1997-04-28|3|367.63|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|USA|Rhönbräu Klosterbier||Beverages|7.75|36|0.10000000149011612|279.0|251.1
10510|SAVEA|6|1997-04-18|1997-05-16|1997-04-28|3|367.63|Save-a-lot Markets|187 Suffolk Ln.|Boise|ID|83720|USA|Thüringer Rostbratwurst|Forêts d'érables|Meat/Poultry|123.79|36|0.0|4456.44|4456.44
10511|BONAP|4|1997-04-18|1997-05-16|1997-04-21|3|350.64|Bon app'|12, rue des Bouchers|Marseille||13008|France|Chef Anton's Cajun Seasoning|Tokyo Traders|Condiments|22.0|50|0.15000000596046448|1100.0|935.0
10511|BONAP|4|1997-04-18|1997-05-16|1997-04-21|3|350.64|Bon app'|12, rue des Bouchers|Marseille||13008|France|Northwoods Cranberry Sauce|Specialty Biscuits, Ltd.|Condiments|40.0|10|0.15000000596046448|400.0|340.0
10511|BONAP|4|1997-04-18|1997-05-16|1997-04-21|3|350.64|Bon app'|12, rue des Bouchers|Marseille||13008|France|Uncle Bob's Organic Dried Pears|Pavlova, Ltd.|Produce|30.0|50|0.15000000596046448|1500.0|1275.0
10512|FAMIA|7|1997-04-21|1997-05-19|1997-04-24|2|3.53|Familia Arquibaldo|Rua Orós, 92|Sao Paulo|SP|05442-030|Brazil|Camembert Pierrot||Dairy Products|34.0|12|0.15000000596046448|408.0|346.8
10512|FAMIA|7|1997-04-21|1997-05-19|1997-04-24|2|3.53|Familia Arquibaldo|Rua Orós, 92|Sao Paulo|SP|05442-030|Brazil|Guaraná Fantástica|G'day, Mate|Beverages|4.5|10|0.15000000596046448|45.0|38.25
10512|FAMIA|7|1997-04-21|1997-05-19|1997-04-24|2|3.53|Familia Arquibaldo|Rua Orós, 92|Sao Paulo|SP|05442-030|Brazil|Spegesild||Seafood|12.0|9|0.15000000596046448|108.0|91.8
10512|FAMIA|7|1997-04-21|1997-05-19|1997-04-24|2|3.53|Familia Arquibaldo|Rua Orós, 92|Sao Paulo|SP|05442-030|Brazil|Zaanse koeken||Confections|9.5|6|0.15000000596046448|57.0|48.45
10513|WANDK|7|1997-04-22|1997-06-03|1997-04-28|1|105.65|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Germany|Mascarpone Fabioli||Dairy Products|32.0|50|0.20000000298023224|1600.0|1280.0
10513|WANDK|7|1997-04-22|1997-06-03|1997-04-28|1|105.65|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Germany|Sir Rodney's Scones|Lyngbysild|Confections|10.0|40|0.20000000298023224|400.0|320.0
10513|WANDK|7|1997-04-22|1997-06-03|1997-04-28|1|105.65|Die Wandernde Kuh|Adenauerallee 900|Stuttgart||70563|Germany|Sirop d'érable||Condiments|28.5|15|0.20000000298023224|427.5|342.0
10514|ERNSH|3|1997-04-22|1997-05-20|1997-05-16|2|789.95|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Gnocchi di nonna Alice||Grains/Cereals|38.0|70|0.0|2660.0|2660.0
10514|ERNSH|3|1997-04-22|1997-05-20|1997-05-16|2|789.95|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Louisiana Fiery Hot Pepper Sauce||Condiments|21.05|39|0.0|820.95|820.95
10514|ERNSH|3|1997-04-22|1997-05-20|1997-05-16|2|789.95|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Rhönbräu Klosterbier||Beverages|7.75|50|0.0|387.5|387.5
10514|ERNSH|3|1997-04-22|1997-05-20|1997-05-16|2|789.95|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Rössle Sauerkraut|Gai pâturage|Produce|45.6|35|0.0|1596.0|1596.0
10514|ERNSH|3|1997-04-22|1997-05-20|1997-05-16|2|789.95|Ernst Handel|Kirchgasse 6|Graz||8010|Austria|Sir Rodney's Marmalade|Leka Trading|Confections|81.0|39|0.0|3159.0|3159.0
10515|QUICK|2|1997-04-23|1997-05-07|1997-05-23|1|204.47|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Camembert Pierrot||Dairy Products|34.0|84|0.15000000596046448|2856.0|2427.6
10515|QUICK|2|1997-04-23|1997-05-07|1997-05-23|1|204.47|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Geitost||Dairy Products|2.5|16|0.15000000596046448|40.0|34.0
10515|QUICK|2|1997-04-23|1997-05-07|1997-05-23|1|204.47|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Mishi Kobe Niku|PB Knäckebröd AB|Meat/Poultry|97.0|16|0.15000000596046448|1552.0|1319.2
10515|QUICK|2|1997-04-23|1997-05-07|1997-05-23|1|204.47|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Pavlova|Bigfoot Breweries|Confections|17.45|50|0.0|872.5|872.5
10515|QUICK|2|1997-04-23|1997-05-07|1997-05-23|1|204.47|QUICK-Stop|Taucherstraße 10|Cunewalde||01307|Germany|Schoggi Schokolade|Escargots Nouveaux|Confections|43.9|120|0.0|5268.0|5268.0
10516|HUNGO|2|1997-04-24|1997-05-22|1997-05-01|3|62.78|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Ireland|Carnarvon Tigers|Aux joyeux ecclésiastiques|Seafood|62.5|25|0.10000000149011612|1562.5|1406.25
10516|HUNGO|2|1997-04-24|1997-05-22|1997-05-01|3|62.78|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Ireland|Jack's New England Clam Chowder||Seafood|9.65|80|0.10000000149011612|772.0|694.8
10516|HUNGO|2|1997-04-24|1997-05-22|1997-05-01|3|62.78|Hungry Owl All-Night Grocers|8 Johnstown Road|Cork|Co. Cork||Ireland|Singaporean Hokkien Fried Mee||Grains/Cereals|14.0|20|0.0|280.0|280.0
10517|NORTS|3|1997-04-24|1997-05-22|1997-04-29|3|32.07|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|Filo Mix||Grains/Cereals|7.0|6|0.0|42.0|42.0
10517|NORTS|3|1997-04-24|1997-05-22|1997-04-29|3|32.07|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|Outback Lager||Beverages|15.0|6|0.0|90.0|90.0
10517|NORTS|3|1997-04-24|1997-05-22|1997-04-29|3|32.07|North/South|South House 300 Queensbridge|London||SW7 1RZ|UK|Raclette Courdavault||Dairy Products|55.0|4|0.0|220.0|220.0
10518|TORTU|4|1997-04-25|1997-05-09|1997-05-05|2|218.15|Tortuga Restaurante|Avda. Azteca 123|México D.F.||05033|Mexico|Côte de Blaye||Beverages|263.5|15|0.0|3952.5|3952.5
